opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00019437,,ACC000441,Premium Upgrade - ACC000441,Lead,149.23,75,,2025-07-16,Email,Premium Upgrade,34
OPP00019438,,ACC000283,Premium Upgrade - ACC000283,Signup Complete,99.62,75,,2025-07-17,Play Store,Premium Upgrade,
OPP00019439,,ACC000658,New User - ACC000658,Verification Pending,86.07,25,,2025-07-08,Facebook Ads,New User,88
OPP00019440,,ACC000937,New User - ACC000937,Activated,81.76,75,,2025-07-10,TikTok,New User,
OPP00019441,,ACC000257,New User - ACC000257,Signup Complete,269.28,50,,2025-07-23,Email,New User,
OPP00019442,,ACC000550,Returning User - ACC000550,Activated,207.70,50,,2025-07-25,Facebook Ads,Returning User,98
OPP00019443,,ACC000429,New User - ACC000429,Activated,139.41,50,,2025-07-31,Organic Search,New User,
OPP00019444,,ACC000283,New User - ACC000283,Verification Pending,235.19,75,,2025-08-02,Facebook Ads,New User,
OPP00019445,,ACC000316,New User - ACC000316,Activated,254.93,50,,2025-07-30,App Store,New User,39
OPP00019446,,ACC000283,New User - ACC000283,Lead,113.06,10,,2025-07-21,Organic Search,New User,
OPP00019447,,ACC000985,New User - ACC000985,Activated,133.02,75,,2025-07-19,Google Ads,New User,
OPP00019448,19448,ACC000638,Returning User - ACC000638,Closed Won,353.14,100,2025-08-16,2025-08-03,Email,Returning User,79
OPP00019449,,ACC000694,Premium Upgrade - ACC000694,Lead,276.14,50,,2025-07-13,TikTok,Premium Upgrade,95
OPP00019450,,ACC000526,New User - ACC000526,Signup Complete,244.88,50,,2025-07-31,Email,New User,30
OPP00019451,19451,ACC000957,New User - ACC000957,Closed Won,467.70,100,2025-08-13,2025-07-11,Organic Search,New User,91
OPP00019452,,ACC000199,New User - ACC000199,Activated,243.37,10,,2025-07-26,Email,New User,92
OPP00019453,,ACC000712,New User - ACC000712,Lead,84.11,75,,2025-07-17,Google Ads,New User,
OPP00019454,,ACC000502,Returning User - ACC000502,Verification Pending,291.92,50,,2025-07-23,Facebook Ads,Returning User,
OPP00019455,,ACC000657,New User - ACC000657,Signup Complete,161.82,10,,2025-07-06,Email,New User,70
OPP00019456,,ACC000812,Returning User - ACC000812,Lead,269.85,10,,2025-07-16,Instagram,Returning User,47
OPP00019457,,ACC000337,New User - ACC000337,Activated,181.81,50,,2025-07-25,TikTok,New User,
OPP00019458,19458,ACC000971,New User - ACC000971,Closed Won,110.36,100,2025-08-06,2025-07-14,Organic Search,New User,70
OPP00019459,,ACC000282,New User - ACC000282,Verification Pending,194.48,75,,2025-07-06,Email,New User,
OPP00019460,,ACC000148,New User - ACC000148,Signup Complete,77.67,50,,2025-08-03,Facebook Ads,New User,15
OPP00019461,,ACC000066,New User - ACC000066,Lead,155.81,75,,2025-07-19,Google Ads,New User,79
OPP00019462,,ACC000844,New User - ACC000844,Activated,236.40,25,,2025-07-22,Referral,New User,32
OPP00019463,,ACC000427,New User - ACC000427,Signup Complete,297.24,25,,2025-07-20,Organic Search,New User,94
OPP00019464,,ACC000735,New User - ACC000735,Signup Complete,188.48,50,,2025-07-04,Facebook Ads,New User,
OPP00019465,,ACC000218,Returning User - ACC000218,Signup Complete,98.36,50,,2025-07-31,Facebook Ads,Returning User,28
OPP00019466,,ACC000660,New User - ACC000660,Activated,73.54,75,,2025-07-17,Organic Search,New User,50
OPP00019467,,ACC000551,New User - ACC000551,Lead,170.45,25,,2025-07-13,Organic Search,New User,33
OPP00019468,,ACC000116,New User - ACC000116,Activated,172.21,10,,2025-07-25,Email,New User,
OPP00019469,,ACC000801,Premium Upgrade - ACC000801,Signup Complete,158.27,10,,2025-08-01,Instagram,Premium Upgrade,30
OPP00019470,,ACC000716,Premium Upgrade - ACC000716,Verification Pending,125.67,10,,2025-07-29,Referral,Premium Upgrade,
OPP00019471,19471,ACC000874,New User - ACC000874,Closed Won,472.07,100,2025-08-18,2025-07-09,Influencer,New User,68
OPP00019472,,ACC000662,New User - ACC000662,Verification Pending,179.34,75,,2025-07-05,Email,New User,86
OPP00019473,19473,ACC000854,New User - ACC000854,Closed Won,198.65,100,2025-08-12,2025-07-24,Google Ads,New User,
OPP00019474,19474,ACC000095,New User - ACC000095,Closed Won,147.41,100,2025-08-11,2025-07-16,Influencer,New User,11
OPP00019475,,ACC000234,New User - ACC000234,Verification Pending,144.18,25,,2025-07-10,Referral,New User,16
OPP00019476,19476,ACC000654,New User - ACC000654,Closed Won,376.72,100,2025-08-17,2025-07-27,Organic Search,New User,35
OPP00019477,,ACC000164,Returning User - ACC000164,Lead,196.30,10,,2025-07-09,Google Ads,Returning User,
OPP00019478,,ACC000738,New User - ACC000738,Signup Complete,93.93,50,,2025-07-20,Organic Search,New User,66
OPP00019479,19479,ACC000778,Returning User - ACC000778,Closed Won,396.13,100,2025-08-17,2025-07-31,Play Store,Returning User,80
OPP00019480,19480,ACC000066,Returning User - ACC000066,Closed Won,320.53,100,2025-08-05,2025-07-05,Email,Returning User,
OPP00019481,,ACC000513,New User - ACC000513,Activated,180.44,50,,2025-07-13,Influencer,New User,43
OPP00019482,,ACC000430,New User - ACC000430,Lead,292.60,50,,2025-08-03,Facebook Ads,New User,74
OPP00019483,,ACC000236,Returning User - ACC000236,Verification Pending,83.14,50,,2025-07-15,Email,Returning User,44
OPP00019484,19484,ACC000455,New User - ACC000455,Closed Won,341.41,100,2025-08-12,2025-07-05,TikTok,New User,41
OPP00019485,,ACC000713,Premium Upgrade - ACC000713,Activated,89.33,50,,2025-07-11,Google Ads,Premium Upgrade,67
OPP00019486,19486,ACC000276,New User - ACC000276,Closed Won,55.85,100,2025-08-12,2025-07-30,Referral,New User,21
OPP00019487,,ACC000587,New User - ACC000587,Activated,139.23,10,,2025-07-12,App Store,New User,50
OPP00019488,,ACC000159,New User - ACC000159,Activated,202.99,50,,2025-07-25,Instagram,New User,
OPP00019489,,ACC000626,New User - ACC000626,Lead,118.25,25,,2025-07-05,Facebook Ads,New User,77
OPP00019490,,ACC000654,Returning User - ACC000654,Verification Pending,59.24,25,,2025-07-10,Google Ads,Returning User,75
OPP00019491,,ACC000754,New User - ACC000754,Signup Complete,132.62,50,,2025-07-05,Instagram,New User,64
OPP00019492,,ACC000482,New User - ACC000482,Signup Complete,219.78,25,,2025-07-31,Facebook Ads,New User,35
OPP00019493,,ACC000208,New User - ACC000208,Activated,79.51,10,,2025-07-30,TikTok,New User,17
OPP00019494,,ACC000563,Premium Upgrade - ACC000563,Verification Pending,173.26,25,,2025-08-04,Organic Search,Premium Upgrade,8
OPP00019495,19495,ACC000676,Premium Upgrade - ACC000676,Closed Won,166.63,100,2025-08-09,2025-07-31,Google Ads,Premium Upgrade,97
OPP00019496,19496,ACC000159,Premium Upgrade - ACC000159,Closed Won,368.49,100,2025-08-16,2025-07-31,Google Ads,Premium Upgrade,30
OPP00019497,19497,ACC000209,New User - ACC000209,Closed Won,68.39,100,2025-08-14,2025-08-01,Google Ads,New User,29
OPP00019498,,ACC000862,New User - ACC000862,Lead,113.44,10,,2025-07-16,Play Store,New User,72
OPP00019499,,ACC000682,Premium Upgrade - ACC000682,Signup Complete,55.77,10,,2025-07-14,Organic Search,Premium Upgrade,56
OPP00019500,,ACC000796,New User - ACC000796,Lead,272.77,25,,2025-07-07,Facebook Ads,New User,
OPP00019501,,ACC000809,New User - ACC000809,Activated,55.68,10,,2025-07-23,Email,New User,63
OPP00019502,,ACC000302,Premium Upgrade - ACC000302,Activated,226.82,50,,2025-07-14,TikTok,Premium Upgrade,
OPP00019503,19503,ACC000680,New User - ACC000680,Closed Won,86.67,100,2025-08-08,2025-08-05,Email,New User,63
OPP00019504,,ACC000638,New User - ACC000638,Activated,139.27,10,,2025-07-25,App Store,New User,
OPP00019505,,ACC000783,Returning User - ACC000783,Signup Complete,121.77,10,,2025-08-03,Play Store,Returning User,
OPP00019506,,ACC000041,Returning User - ACC000041,Verification Pending,173.60,10,,2025-07-16,App Store,Returning User,
OPP00019507,19507,ACC000861,New User - ACC000861,Closed Won,330.78,100,2025-08-13,2025-07-12,Organic Search,New User,93
OPP00019508,,ACC000622,New User - ACC000622,Lead,233.76,25,,2025-07-17,Influencer,New User,
OPP00019509,,ACC000972,New User - ACC000972,Activated,61.53,10,,2025-07-17,App Store,New User,3
OPP00019510,19510,ACC000670,New User - ACC000670,Closed Won,191.21,100,2025-08-12,2025-07-12,Referral,New User,43
OPP00019511,,ACC000507,Premium Upgrade - ACC000507,Verification Pending,222.51,25,,2025-07-07,Organic Search,Premium Upgrade,44
OPP00019512,,ACC000414,New User - ACC000414,Activated,101.91,10,,2025-07-22,App Store,New User,46
OPP00019513,,ACC000240,Returning User - ACC000240,Activated,131.68,50,,2025-07-09,Referral,Returning User,23
OPP00019514,19514,ACC000925,New User - ACC000925,Closed Won,497.45,100,2025-08-17,2025-07-15,Play Store,New User,93
OPP00019515,,ACC000583,New User - ACC000583,Signup Complete,119.13,50,,2025-07-08,Email,New User,82
OPP00019516,19516,ACC000908,New User - ACC000908,Closed Won,151.78,100,2025-08-12,2025-08-05,App Store,New User,9
OPP00019517,,ACC000628,Returning User - ACC000628,Signup Complete,112.88,50,,2025-07-06,Google Ads,Returning User,63
OPP00019518,,ACC000384,Premium Upgrade - ACC000384,Activated,156.50,75,,2025-07-23,TikTok,Premium Upgrade,
OPP00019519,,ACC000426,Premium Upgrade - ACC000426,Activated,266.81,75,,2025-07-08,TikTok,Premium Upgrade,96
OPP00019520,19520,ACC000131,New User - ACC000131,Closed Won,339.06,100,2025-08-11,2025-07-17,Influencer,New User,39
OPP00019521,,ACC000320,New User - ACC000320,Signup Complete,190.03,25,,2025-08-02,Play Store,New User,34
OPP00019522,19522,ACC000126,New User - ACC000126,Closed Won,392.95,100,2025-08-14,2025-08-03,App Store,New User,92
OPP00019523,,ACC000838,New User - ACC000838,Activated,114.75,10,,2025-07-18,Organic Search,New User,1
OPP00019524,,ACC000159,New User - ACC000159,Signup Complete,110.69,25,,2025-08-04,Google Ads,New User,
OPP00019525,,ACC000051,New User - ACC000051,Verification Pending,112.40,75,,2025-07-19,Email,New User,
OPP00019526,,ACC000354,New User - ACC000354,Verification Pending,234.94,10,,2025-07-09,Influencer,New User,30
OPP00019527,,ACC000432,New User - ACC000432,Activated,281.85,10,,2025-07-18,Referral,New User,93
OPP00019528,,ACC000619,Returning User - ACC000619,Verification Pending,82.42,75,,2025-07-30,App Store,Returning User,87
OPP00019529,,ACC000247,New User - ACC000247,Verification Pending,105.08,10,,2025-08-04,Email,New User,8
OPP00019530,19530,ACC000328,New User - ACC000328,Closed Won,189.42,100,2025-08-18,2025-07-24,TikTok,New User,
OPP00019531,,ACC000984,Returning User - ACC000984,Verification Pending,136.49,10,,2025-07-17,Email,Returning User,59
OPP00019532,,ACC000926,New User - ACC000926,Verification Pending,200.59,25,,2025-07-20,TikTok,New User,13
OPP00019533,,ACC000023,New User - ACC000023,Lead,153.51,50,,2025-07-19,Play Store,New User,92
OPP00019534,,ACC000995,New User - ACC000995,Signup Complete,116.06,50,,2025-07-25,Organic Search,New User,100
OPP00019535,19535,ACC000647,New User - ACC000647,Closed Won,332.56,100,2025-08-14,2025-07-28,Referral,New User,94
OPP00019536,,ACC000993,Premium Upgrade - ACC000993,Lead,123.36,10,,2025-07-20,Influencer,Premium Upgrade,66
OPP00019537,19537,ACC000890,New User - ACC000890,Closed Won,126.38,100,2025-08-17,2025-07-19,TikTok,New User,
OPP00019538,,ACC000646,New User - ACC000646,Signup Complete,257.63,75,,2025-07-07,Email,New User,25
OPP00019539,,ACC001000,New User - ACC001000,Lead,275.99,50,,2025-07-26,Instagram,New User,56
OPP00019540,,ACC000110,New User - ACC000110,Signup Complete,92.70,75,,2025-07-29,Google Ads,New User,16
OPP00019541,,ACC000529,New User - ACC000529,Signup Complete,255.26,10,,2025-08-04,Google Ads,New User,10
OPP00019542,,ACC000489,New User - ACC000489,Activated,273.24,25,,2025-07-22,Play Store,New User,34
OPP00019543,,ACC000163,Premium Upgrade - ACC000163,Signup Complete,143.36,10,,2025-08-03,Facebook Ads,Premium Upgrade,93
OPP00019544,,ACC000678,Premium Upgrade - ACC000678,Verification Pending,218.89,50,,2025-07-12,Google Ads,Premium Upgrade,20
OPP00019545,,ACC000842,New User - ACC000842,Activated,134.35,75,,2025-07-24,Play Store,New User,
OPP00019546,19546,ACC000927,New User - ACC000927,Closed Won,171.12,100,2025-08-06,2025-07-27,Organic Search,New User,85
OPP00019547,19547,ACC000507,New User - ACC000507,Closed Won,236.09,100,2025-08-14,2025-07-25,Influencer,New User,35
OPP00019548,,ACC000470,Returning User - ACC000470,Activated,260.20,50,,2025-07-08,Referral,Returning User,
OPP00019549,,ACC000735,New User - ACC000735,Activated,70.40,75,,2025-07-10,Referral,New User,
OPP00019550,,ACC000894,Returning User - ACC000894,Activated,201.77,75,,2025-07-19,Organic Search,Returning User,1
OPP00019551,,ACC000562,New User - ACC000562,Activated,107.63,10,,2025-07-18,TikTok,New User,
OPP00019552,,ACC000919,New User - ACC000919,Signup Complete,270.32,10,,2025-07-30,Instagram,New User,
OPP00019553,,ACC000172,Premium Upgrade - ACC000172,Activated,237.90,50,,2025-07-27,Email,Premium Upgrade,14
OPP00019554,,ACC000142,New User - ACC000142,Signup Complete,201.90,10,,2025-07-12,Google Ads,New User,
OPP00019555,,ACC000116,New User - ACC000116,Verification Pending,290.29,75,,2025-07-29,Organic Search,New User,81
OPP00019556,19556,ACC000511,New User - ACC000511,Closed Won,340.54,100,2025-08-15,2025-08-04,Google Ads,New User,78
OPP00019557,,ACC000098,Premium Upgrade - ACC000098,Activated,133.28,25,,2025-08-03,Play Store,Premium Upgrade,98
OPP00019558,,ACC000483,New User - ACC000483,Activated,74.87,75,,2025-08-03,Influencer,New User,70
OPP00019559,,ACC000269,New User - ACC000269,Activated,266.12,50,,2025-07-27,Influencer,New User,53
OPP00019560,19560,ACC000560,New User - ACC000560,Closed Won,461.61,100,2025-08-14,2025-07-29,Influencer,New User,3
OPP00019561,19561,ACC000063,New User - ACC000063,Closed Won,187.23,100,2025-08-10,2025-07-12,App Store,New User,
OPP00019562,,ACC000475,New User - ACC000475,Lead,162.01,25,,2025-07-20,Referral,New User,6
OPP00019563,,ACC000990,New User - ACC000990,Activated,171.80,10,,2025-08-04,Influencer,New User,28
OPP00019564,,ACC000109,Premium Upgrade - ACC000109,Verification Pending,208.97,10,,2025-08-05,Organic Search,Premium Upgrade,33
OPP00019565,19565,ACC000736,New User - ACC000736,Closed Won,344.09,100,2025-08-13,2025-07-10,Email,New User,
OPP00019566,,ACC000582,Premium Upgrade - ACC000582,Activated,254.55,75,,2025-07-11,Influencer,Premium Upgrade,
OPP00019567,,ACC000825,New User - ACC000825,Lead,217.16,10,,2025-07-26,App Store,New User,87
OPP00019568,19568,ACC000570,New User - ACC000570,Closed Won,279.98,100,2025-08-09,2025-07-29,Instagram,New User,43
OPP00019569,,ACC000180,New User - ACC000180,Activated,80.90,25,,2025-08-03,Email,New User,14
OPP00019570,,ACC000591,New User - ACC000591,Activated,297.65,75,,2025-08-07,TikTok,New User,45
OPP00019571,,ACC000440,New User - ACC000440,Verification Pending,180.29,75,,2025-07-26,Google Ads,New User,73
OPP00019572,,ACC000277,New User - ACC000277,Activated,270.74,75,,2025-07-24,Referral,New User,
OPP00019573,,ACC000971,New User - ACC000971,Verification Pending,91.16,25,,2025-08-06,Google Ads,New User,22
OPP00019574,,ACC000124,Premium Upgrade - ACC000124,Signup Complete,75.06,50,,2025-07-11,Instagram,Premium Upgrade,28
OPP00019575,19575,ACC000144,Premium Upgrade - ACC000144,Closed Won,348.89,100,2025-08-11,2025-07-29,Instagram,Premium Upgrade,51
OPP00019576,,ACC000908,New User - ACC000908,Signup Complete,121.49,10,,2025-07-17,TikTok,New User,60
OPP00019577,,ACC000094,New User - ACC000094,Activated,152.44,75,,2025-07-20,TikTok,New User,73
OPP00019578,,ACC000561,Premium Upgrade - ACC000561,Signup Complete,254.95,75,,2025-08-01,TikTok,Premium Upgrade,25
OPP00019579,,ACC000975,New User - ACC000975,Lead,221.71,25,,2025-08-04,Instagram,New User,
OPP00019580,,ACC000448,New User - ACC000448,Signup Complete,246.14,75,,2025-07-21,App Store,New User,
OPP00019581,,ACC000363,New User - ACC000363,Signup Complete,287.61,50,,2025-07-14,Play Store,New User,30
OPP00019582,,ACC000352,New User - ACC000352,Verification Pending,92.02,25,,2025-07-12,Referral,New User,
OPP00019583,,ACC000065,Premium Upgrade - ACC000065,Verification Pending,184.56,25,,2025-08-01,Google Ads,Premium Upgrade,56
OPP00019584,19584,ACC000423,New User - ACC000423,Closed Won,329.42,100,2025-08-19,2025-07-25,App Store,New User,34
OPP00019585,19585,ACC000270,New User - ACC000270,Closed Won,424.29,100,2025-08-21,2025-08-03,Google Ads,New User,20
OPP00019586,,ACC000642,New User - ACC000642,Signup Complete,205.71,10,,2025-07-08,Referral,New User,47
OPP00019587,,ACC000532,New User - ACC000532,Activated,258.85,50,,2025-08-04,App Store,New User,
OPP00019588,,ACC000302,Returning User - ACC000302,Verification Pending,245.90,50,,2025-07-18,Play Store,Returning User,30
OPP00019589,,ACC000878,New User - ACC000878,Activated,55.47,25,,2025-07-23,Play Store,New User,50
OPP00019590,19590,ACC000135,Premium Upgrade - ACC000135,Closed Won,255.83,100,2025-08-11,2025-08-06,Referral,Premium Upgrade,51
OPP00019591,19591,ACC000369,New User - ACC000369,Closed Won,186.26,100,2025-08-19,2025-07-09,Instagram,New User,65
OPP00019592,,ACC000845,New User - ACC000845,Verification Pending,270.41,10,,2025-07-22,Facebook Ads,New User,
OPP00019593,,ACC000471,New User - ACC000471,Signup Complete,102.72,25,,2025-07-13,Instagram,New User,28
OPP00019594,,ACC000710,New User - ACC000710,Activated,186.80,25,,2025-07-10,Email,New User,87
OPP00019595,19595,ACC000657,New User - ACC000657,Closed Won,158.00,100,2025-08-17,2025-07-15,Instagram,New User,97
OPP00019596,,ACC000130,New User - ACC000130,Activated,205.13,50,,2025-07-22,Instagram,New User,
OPP00019597,19597,ACC000668,New User - ACC000668,Closed Won,52.05,100,2025-08-11,2025-07-13,Influencer,New User,70
OPP00019598,,ACC000613,Returning User - ACC000613,Activated,174.92,25,,2025-07-23,App Store,Returning User,28
OPP00019599,,ACC000559,New User - ACC000559,Signup Complete,268.60,75,,2025-07-25,Influencer,New User,2
OPP00019600,,ACC000722,New User - ACC000722,Signup Complete,239.26,75,,2025-07-25,App Store,New User,60
OPP00019601,,ACC000757,New User - ACC000757,Activated,52.97,25,,2025-07-18,Play Store,New User,
OPP00019602,,ACC000004,New User - ACC000004,Signup Complete,209.85,10,,2025-08-02,Instagram,New User,14
OPP00019603,,ACC000942,Returning User - ACC000942,Activated,190.65,10,,2025-07-10,Google Ads,Returning User,1
OPP00019604,,ACC000277,New User - ACC000277,Activated,80.16,50,,2025-07-28,TikTok,New User,8
